599701_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500	0.750/0.125/0.125/0.000	0.000/0.125/0.125/0.750	0.875/0.062/0.062/0.000	0.000/0.062/0.062/0.875
22	0.00000	0.97324	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.02660
23	0.00000	0.98690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01308
24	0.00000	0.00000	0.99998	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	0.00000	0.99821	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00179
26	0.00000	0.96739	0.00000	0.00000	0.00000	0.00000	0.00000	0.00023	0.00000	0.03238
27	0.00000	0.99057	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00941
28	0.00000	0.88259	0.00000	0.00000	0.00000	0.00000	0.00000	0.00059	0.00000	0.11682
29	0.00000	0.60443	0.00000	0.00000	0.00000	0.00000	0.00000	0.00876	0.00000	0.38680
30	0.00000	0.89404	0.00000	0.00000	0.00000	0.00000	0.00000	0.00061	0.00000	0.10535
31	0.00000	0.63926	0.00000	0.00000	0.00000	0.00000	0.00000	0.02129	0.00000	0.33944
32	0.00000	0.86833	0.00000	0.00000	0.00000	0.00000	0.00000	0.00306	0.00000	0.12860
33	0.00000	0.98913	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01086
34	0.00000	0.95975	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.04018
35	0.00000	0.98923	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01074
36	0.00000	0.97783	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.02205
37	0.00000	0.99179	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00820
38	0.00000	0.99444	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00556
39	0.00000	0.98427	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01569
40	0.00000	0.89243	0.00000	0.00000	0.00000	0.00000	0.00000	0.00095	0.00000	0.10662
41	0.00000	0.98900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01098
42	0.00000	0.91392	0.00000	0.00000	0.00000	0.00000	0.00000	0.00149	0.00000	0.08460
43	0.00000	0.93039	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.06945
44	0.00000	0.99818	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00182
45	0.00000	0.99240	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00759
46	0.99769	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00231	0.00000
47	0.00000	0.98795	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01202
48	0.00000	0.95276	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.04711
49	0.00000	0.97205	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.02776
50	0.97145	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.02853	0.00000
51	0.00000	0.92300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00188	0.00000	0.07512
52	0.00000	0.99281	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00718
53	0.00000	0.99686	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00314
54	0.98637	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01359	0.00000
55	0.00000	0.00000	0.00000	0.00000	0.00114	0.00000	0.88146	0.00000	0.11741	0.00000
56	0.00000	0.98757	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01240
57	0.00000	0.99201	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00798
58	0.99683	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00317	0.00000
59	0.99435	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00564	0.00000
60	0.00000	0.63716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00899	0.00000	0.35386
61	0.00000	0.83197	0.00000	0.00000	0.00000	0.00000	0.00000	0.00394	0.00000	0.16409
62	0.00000	0.98113	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.01881
63	0.00000	0.93288	0.00000	0.00000	0.00000	0.00000	0.00000	0.00111	0.00000	0.06601
64	0.00000	0.93760	0.00000	0.00000	0.00000	0.00000	0.00000	0.00067	0.00000	0.06173
65	0.00000	0.99805	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00194
66	0.00000	0.99153	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00846
67	0.00000	0.07445	0.00000	0.00000	0.00000	0.00000	0.00000	0.09616	0.00000	0.82938
68	0.00000	0.98931	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01066
69	0.00000	0.79553	0.00000	0.00000	0.00000	0.00000	0.00000	0.00599	0.00000	0.19848
70	0.96339	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.03653	0.00000
71	0.00000	0.99904	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00096
72	0.00000	0.83155	0.00000	0.00000	0.00000	0.00000	0.00000	0.00328	0.00000	0.16517
73	0.00000	0.96315	0.00000	0.00000	0.00000	0.00000	0.00000	0.00018	0.00000	0.03667
74	0.97287	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.02709	0.00000
75	0.00000	0.85674	0.00000	0.00000	0.00000	0.00000	0.00000	0.00092	0.00000	0.14234
76	0.99869	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00131	0.00000
77	0.93984	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.06005	0.00000
78	0.00000	0.98508	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01489
79	0.96528	0.00000	0.00000	0.00000	0.00000	0.00000	0.00034	0.00000	0.03439	0.00000
80	0.00000	0.97712	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.02276
81	0.00000	0.98068	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01927
82	0.99641	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00359	0.00000
83	0.00000	0.99508	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00492
84	0.87382	0.00000	0.00000	0.00000	0.00000	0.00000	0.00071	0.00000	0.12547	0.00000
85	0.00000	0.92842	0.00000	0.00000	0.00000	0.00000	0.00000	0.00107	0.00000	0.07051
86	0.00000	0.99221	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00777
87	0.00000	0.96048	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.03920
88	0.98499	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.01500	0.00000
89	0.99845	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00155	0.00000
90	0.00000	0.99257	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00742
91	0.84767	0.00000	0.00000	0.00000	0.00000	0.00000	0.00134	0.00000	0.15099	0.00000
92	0.00000	0.88763	0.00000	0.00000	0.00000	0.00000	0.00000	0.00133	0.00000	0.11104
93	0.00000	0.89921	0.00000	0.00000	0.00000	0.00000	0.00000	0.00034	0.00000	0.10045
94	0.00000	0.81343	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157	0.00000	0.18501
95	0.00000	0.96971	0.00000	0.00000	0.00000	0.00000	0.00000	0.00026	0.00000	0.03004
96	0.95709	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.04272	0.00000
97	0.98304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01692	0.00000
98	0.99819	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00181	0.00000
99	0.00000	0.82261	0.00000	0.00000	0.00000	0.00000	0.00000	0.00726	0.00000	0.17013
100	0.00000	0.99941	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00059
101	0.00000	0.80849	0.00000	0.00000	0.00000	0.00000	0.00000	0.00224	0.00000	0.18928
102	0.99143	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.00854	0.00000
103	0.00000	0.99113	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00885
104	0.00000	0.95905	0.00000	0.00000	0.00000	0.00000	0.00000	0.00039	0.00000	0.04056
105	0.00000	0.91204	0.00000	0.00000	0.00000	0.00000	0.00000	0.00046	0.00000	0.08750
106	0.00046	0.00000	0.00000	0.00000	0.00002	0.00000	0.32525	0.00000	0.67427	0.00000
107	0.00000	0.52182	0.00000	0.00000	0.00000	0.00000	0.00000	0.03063	0.00000	0.44755
108	0.00000	0.97641	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.02346
109	0.98085	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01911	0.00000
110	0.00000	0.94665	0.00000	0.00000	0.00000	0.00000	0.00000	0.00091	0.00000	0.05243
111	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
112	0.00000	0.90058	0.00000	0.00000	0.00000	0.00000	0.00000	0.00317	0.00000	0.09625
113	0.00000	0.82767	0.00000	0.00000	0.00000	0.00000	0.00000	0.00707	0.00000	0.16525
114	0.00000	0.92077	0.00000	0.00000	0.00000	0.00000	0.00000	0.00196	0.00000	0.07727
115	0.00000	0.00000	0.99936	0.00064	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
116	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
117	0.00000	0.64687	0.00000	0.00000	0.00000	0.00000	0.00000	0.02508	0.00000	0.32805
118	0.00000	0.99354	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00645
119	0.00000	0.94373	0.00000	0.00000	0.00000	0.00000	0.00000	0.00057	0.00000	0.05571
120	0.00000	0.99680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00320
121	0.99276	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00723	0.00000
122	0.00000	0.97428	0.00000	0.00000	0.00000	0.00000	0.00000	0.00014	0.00000	0.02558
123	0.00000	0.98712	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01285
124	0.00000	0.99268	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00731
125	0.00000	0.96329	0.00000	0.00000	0.00000	0.00000	0.00000	0.00036	0.00000	0.03636
126	0.00000	0.80895	0.00000	0.00000	0.00000	0.00000	0.00000	0.00527	0.00000	0.18578
127	0.00000	0.98493	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01503
128	0.00000	0.77222	0.00000	0.00000	0.00000	0.00000	0.00000	0.00927	0.00000	0.21850
129	0.00000	0.91263	0.00000	0.00000	0.00000	0.00000	0.00000	0.00083	0.00000	0.08654
130	0.00000	0.77572	0.00000	0.00000	0.00000	0.00000	0.00000	0.00663	0.00000	0.21764
131	0.00000	0.78101	0.00000	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.21029
132	0.00000	0.88854	0.00000	0.00000	0.00000	0.00000	0.00000	0.00222	0.00000	0.10924
133	0.00000	0.75985	0.00000	0.00000	0.00000	0.00000	0.00000	0.01475	0.00000	0.22540
134	0.00000	0.92438	0.00000	0.00000	0.00000	0.00000	0.00000	0.00168	0.00000	0.07394
135	0.00000	0.96064	0.00000	0.00000	0.00000	0.00000	0.00000	0.00045	0.00000	0.03892
136	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
137	0.99377	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00622	0.00000
138	0.00000	0.90754	0.00000	0.00000	0.00000	0.00000	0.00000	0.00097	0.00000	0.09149
139	0.00000	0.95794	0.00000	0.00000	0.00000	0.00000	0.00000	0.00034	0.00000	0.04172
140	0.00000	0.96476	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.03505
141	0.99361	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00638	0.00000
142	0.99842	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00157	0.00000
143	0.00000	0.10865	0.00000	0.00000	0.00000	0.00015	0.00000	0.20953	0.00000	0.68167
144	0.00000	0.95308	0.00000	0.00000	0.00000	0.00000	0.00000	0.00013	0.00000	0.04679
145	0.00000	0.96656	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.03324
146	0.00000	0.94101	0.00000	0.00000	0.00000	0.00000	0.00000	0.00051	0.00000	0.05848
147	0.00000	0.00000	0.99999	0.00001	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
148	0.00000	0.97632	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.02356
149	0.00000	0.20103	0.00000	0.00000	0.00000	0.00006	0.00000	0.14131	0.00000	0.65760
150	0.00000	0.96797	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.03197
151	0.00000	0.99423	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00577
152	0.00000	0.23520	0.00000	0.00000	0.00000	0.00000	0.00000	0.03662	0.00000	0.72818
153	0.00000	0.92598	0.00000	0.00000	0.00000	0.00000	0.00000	0.00111	0.00000	0.07291
154	0.00000	0.97150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.02834
155	0.96074	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.03920	0.00000
156	0.00000	0.92025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00133	0.00000	0.07842
157	0.00000	0.19670	0.00000	0.00000	0.00000	0.00000	0.00000	0.05222	0.00000	0.75108
158	0.99802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00198	0.00000
159	0.93604	0.00000	0.00000	0.00000	0.00000	0.00000	0.00019	0.00000	0.06377	0.00000
160	0.99802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00198	0.00000
161	0.00000	0.77992	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.21798
162	0.99627	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00373	0.00000
163	0.00000	0.99751	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00249
164	0.00000	0.99272	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00727
165	0.99653	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00347	0.00000
166	0.96979	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.03011	0.00000
167	0.00000	0.99711	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00288
168	0.00000	0.93579	0.00000	0.00000	0.00000	0.00000	0.00000	0.00068	0.00000	0.06354
169	0.47447	0.00000	0.00000	0.00000	0.00000	0.00000	0.00630	0.00000	0.51922	0.00000
170	0.99657	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00343	0.00000
171	0.99685	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00315	0.00000
172	0.99503	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00497	0.00000
173	0.99919	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00081	0.00000
174	0.00000	0.66915	0.00000	0.00000	0.00000	0.00000	0.00000	0.00266	0.00000	0.32819
175	0.98130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01866	0.00000
176	0.00000	0.03665	0.00000	0.00000	0.00000	0.00000	0.00000	0.02622	0.00000	0.93713
177	0.99342	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00657	0.00000
178	0.99943	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00057	0.00000
179	0.99770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00230	0.00000
180	0.99563	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00437	0.00000
181	0.00000	0.98552	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01445
182	0.99544	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00456	0.00000
183	0.00000	0.99537	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00463
184	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
185	0.99925	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00075	0.00000
186	0.00000	0.97111	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.02884
187	0.00000	0.98913	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01084
188	0.97913	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.02086	0.00000
189	0.00000	0.99714	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00286
190	0.98682	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01315	0.00000
191	0.00000	0.99425	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00574
192	0.34115	0.00000	0.00000	0.00000	0.00000	0.00000	0.01650	0.00000	0.64235	0.00000
193	0.00000	0.99156	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00843
194	0.00000	0.99087	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00911
195	0.00000	0.99137	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00861
196	0.00000	0.99299	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00700
197	0.00000	0.98188	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.01806
198	0.00000	0.99808	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00192
199	0.00000	0.98886	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01112
200	0.00000	0.84023	0.00000	0.00000	0.00000	0.00000	0.00000	0.00186	0.00000	0.15790
201	0.00000	0.97404	0.00000	0.00000	0.00000	0.00000	0.00000	0.00016	0.00000	0.02580
202	0.00000	0.99409	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00590
203	0.00000	0.99627	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00373
204	0.00000	0.99612	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00388
205	0.00000	0.99685	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00314
206	0.96778	0.00000	0.00000	0.00000	0.00000	0.00000	0.00005	0.00000	0.03217	0.00000
207	0.00000	0.67946	0.00000	0.00000	0.00000	0.00000	0.00000	0.00952	0.00000	0.31102
208	0.99765	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00235	0.00000
209	0.91454	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.08513	0.00000
210	0.00000	0.99689	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00311
211	0.00000	0.96470	0.00000	0.00000	0.00000	0.00000	0.00000	0.00029	0.00000	0.03501
212	0.99601	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00399	0.00000
213	0.00000	0.81053	0.00000	0.00000	0.00000	0.00000	0.00000	0.00496	0.00000	0.18451
214	0.99473	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00526	0.00000
215	0.00000	0.99343	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00656
216	0.00000	0.95638	0.00000	0.00000	0.00000	0.00000	0.00000	0.00033	0.00000	0.04329
217	0.00000	0.95049	0.00000	0.00000	0.00000	0.00000	0.00000	0.00015	0.00000	0.04936
218	0.00000	0.98229	0.00000	0.00000	0.00000	0.00000	0.00000	0.00006	0.00000	0.01765
219	0.99569	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00430	0.00000
220	0.00000	0.99832	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00168
221	0.99530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00470	0.00000
222	0.00000	0.99093	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00905
223	0.96792	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.03199	0.00000
224	0.99737	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00263	0.00000
225	0.00000	0.98782	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01215
226	0.00000	0.98816	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01181
227	0.00000	0.81431	0.00000	0.00000	0.00000	0.00000	0.00000	0.00243	0.00000	0.18325
228	0.00000	0.98110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.01882
229	0.00000	0.23149	0.00000	0.00000	0.00000	0.00002	0.00000	0.11342	0.00000	0.65508
230	0.00000	0.93631	0.00000	0.00000	0.00000	0.00000	0.00000	0.00048	0.00000	0.06321
231	0.00000	0.76279	0.00000	0.00000	0.00000	0.00000	0.00000	0.00974	0.00000	0.22747
232	0.00000	0.96601	0.00000	0.00000	0.00000	0.00000	0.00000	0.00028	0.00000	0.03370
233	0.00000	0.97748	0.00000	0.00000	0.00000	0.00000	0.00000	0.00011	0.00000	0.02241
234	0.00000	0.95043	0.00000	0.00000	0.00000	0.00000	0.00000	0.00008	0.00000	0.04949
235	0.00000	0.99494	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00505
236	0.00000	0.99098	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00900
237	0.00000	0.99403	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00596
238	0.00000	0.97941	0.00000	0.00000	0.00000	0.00000	0.00000	0.00009	0.00000	0.02050
239	0.00000	0.99160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.00838
240	0.99799	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00201	0.00000
241	0.00000	0.99584	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00415
242	0.00000	0.95900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00044	0.00000	0.04056
243	0.00000	0.75813	0.00000	0.00000	0.00000	0.00000	0.00000	0.01100	0.00000	0.23088
244	0.00000	0.92940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00124	0.00000	0.06935
245	0.00000	0.60801	0.00000	0.00000	0.00000	0.00000	0.00000	0.01242	0.00000	0.37957
246	0.00000	0.97378	0.00000	0.00000	0.00000	0.00000	0.00000	0.00017	0.00000	0.02604
247	0.00000	0.97605	0.00000	0.00000	0.00000	0.00000	0.00000	0.00012	0.00000	0.02383
248	0.00000	0.98822	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	0.00000	0.01175
249	0.00000	0.98302	0.00000	0.00000	0.00000	0.00000	0.00000	0.00002	0.00000	0.01696
250	0.00000	0.98218	0.00000	0.00000	0.00000	0.00000	0.00000	0.00007	0.00000	0.01775
251	0.00000	0.94909	0.00000	0.00000	0.00000	0.00000	0.00000	0.00059	0.00000	0.05031
252	0.00000	0.93722	0.00000	0.00000	0.00000	0.00000	0.00000	0.00065	0.00000	0.06213
253	0.00000	0.94210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00061	0.00000	0.05730
254	0.00000	0.92455	0.00000	0.00000	0.00000	0.00000	0.00000	0.00032	0.00000	0.07513
255	0.00000	0.99374	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001	0.00000	0.00626
256	0.00000	0.95032	0.00000	0.00000	0.00000	0.00000	0.00000	0.00042	0.00000	0.04926
257	0.00000	0.99790	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210
258	0.00000	0.96047	0.00000	0.00000	0.00000	0.00000	0.00000	0.00053	0.00000	0.03900
259	0.00000	0.96033	0.00000	0.00000	0.00000	0.00000	0.00000	0.00039	0.00000	0.03928
260	0.00000	0.98716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00004	0.00000	0.01279
261	0.00000	0.96655	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.03325
262	0.00000	0.78965	0.00000	0.00000	0.00000	0.00000	0.00000	0.00184	0.00000	0.20850
