****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 10 threads.
Random seed: 1722617424
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 364x3412
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.075	Loglikelihood: -451798	(delta): 1.14973e+06
29 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278937	(delta): 0.157274
30 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278937	(delta): 0.100386
31 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278937	(delta): 0.211806
32 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278936	(delta): 0.0924715
33 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278936	(delta): 0.0617752
34 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278936	(delta): 0.0548737
35 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278936	(delta): 0.0488568
36 (QN/Block) 	Elapsed: 0.234	Loglikelihood: -278936	(delta): 0.0617187
37 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278936	(delta): 0.223055
38 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278936	(delta): 0.0849484
39 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278936	(delta): 0.130949
40 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278936	(delta): 0.187151
41 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278935	(delta): 0.135117
42 (QN/Block) 	Elapsed: 0.233	Loglikelihood: -278935	(delta): 0.333005
43 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278934	(delta): 1.32656
44 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278933	(delta): 1.17801
45 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278932	(delta): 0.237178
46 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278932	(delta): 0.432842
47 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278932	(delta): 0.248377
48 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278932	(delta): 0.232797
49 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278931	(delta): 0.0913949
50 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278931	(delta): 0.0800355
51 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278931	(delta): 0.117169
52 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278931	(delta): 0.0198265
53 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278931	(delta): 0.017219
54 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278931	(delta): 0.0130124
55 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278931	(delta): 0.0194632
56 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278931	(delta): 0.0108251
57 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278931	(delta): 0.0101564
58 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278931	(delta): 0.0149094
59 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278931	(delta): 0.0270333
60 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278931	(delta): 0.0394194
61 (QN/Block) 	Elapsed: 0.242	Loglikelihood: -278931	(delta): 0.0278004
62 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278931	(delta): 0.0470991
63 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278931	(delta): 0.0645858
64 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278931	(delta): 0.0167973
65 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278931	(delta): 0.149228
66 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278931	(delta): 0.0816573
67 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278931	(delta): 0.0557483
68 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278931	(delta): 0.060472
69 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278930	(delta): 0.0709917
70 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278930	(delta): 0.0846846
71 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278930	(delta): 0.0884251
72 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278930	(delta): 0.0959719
73 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278930	(delta): 0.134302
74 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278930	(delta): 0.0501688
75 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278930	(delta): 0.0270443
76 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278930	(delta): 0.0344514
77 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278930	(delta): 0.0582875
78 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278930	(delta): 0.0644502
79 (QN/Block) 	Elapsed: 0.242	Loglikelihood: -278930	(delta): 0.0370327
80 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278930	(delta): 0.0520555
81 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278930	(delta): 0.0742744
82 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278930	(delta): 0.0839932
83 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278929	(delta): 0.133232
84 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278929	(delta): 0.0895396
85 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278929	(delta): 0.0210596
86 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278929	(delta): 0.0150398
87 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278929	(delta): 0.0139569
88 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278929	(delta): 0.0163328
89 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278929	(delta): 0.0787561
90 (QN/Block) 	Elapsed: 0.241	Loglikelihood: -278929	(delta): 0.141526
91 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278929	(delta): 0.104332
92 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278929	(delta): 0.128495
93 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278929	(delta): 0.266323
94 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278928	(delta): 0.471388
95 (QN/Block) 	Elapsed: 0.242	Loglikelihood: -278927	(delta): 1.02142
96 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278926	(delta): 1.16738
97 (QN/Block) 	Elapsed: 0.234	Loglikelihood: -278925	(delta): 0.652769
98 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278925	(delta): 0.178419
99 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278925	(delta): 0.552877
100 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278924	(delta): 0.800458
101 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278923	(delta): 0.542414
102 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278923	(delta): 0.320407
103 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278923	(delta): 0.223144
104 (QN/Block) 	Elapsed: 0.24	Loglikelihood: -278922	(delta): 0.14985
105 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278922	(delta): 0.151194
106 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278922	(delta): 0.195904
107 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278922	(delta): 0.024533
108 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278922	(delta): 0.00680052
109 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278922	(delta): 0.00409952
110 (QN/Block) 	Elapsed: 0.237	Loglikelihood: -278922	(delta): 0.00494055
111 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278922	(delta): 0.00456944
112 (QN/Block) 	Elapsed: 0.239	Loglikelihood: -278922	(delta): 0.00242797
113 (QN/Block) 	Elapsed: 0.238	Loglikelihood: -278922	(delta): 0.00197099
114 (QN/Block) 	Elapsed: 0.236	Loglikelihood: -278922	(delta): 0.00512118
115 (QN/Block) 	Elapsed: 0.234	Loglikelihood: -278922	(delta): 0.00156651
116 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278922	(delta): 0.000801509
117 (QN/Block) 	Elapsed: 0.234	Loglikelihood: -278922	(delta): 0.000265391
118 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278922	(delta): 0.000249749
119 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278922	(delta): 0.000151011
120 (QN/Block) 	Elapsed: 0.235	Loglikelihood: -278922	(delta): 3.5804e-05
Summary: 
Converged in 120 iterations (29.095 sec)
Loglikelihood: -278922.089471
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	
Pop0	
Pop1	0.353	
Pop2	0.353	0.026	
Pop3	0.408	0.295	0.297	
Pop4	0.436	0.444	0.442	0.468	
Pop5	0.370	0.121	0.111	0.310	0.440	
Pop6	0.363	0.327	0.322	0.395	0.418	0.327	
CV error (K=7): 0.17339
Writing output files.
