long,lat,spp
-95.959493,30.239493,ste
-94.841046,38.896048,mac
-94.841046,38.896048,mue
-87.780879,42.002962,mac
-87.778675,41.998555,mac
-87.780912,42.003034,mac
-87.779278,42.002626,alb
-88.167987,41.738,mac
-70.029823,42.003947,alb
-84.792167,43.0675,mac
-73.315287,43.64651,bic
-71.623685,42.735487,alb
-73.214425,43.698891,alb
-73.236584,43.617038,alb
-92.001402,43.761821,alb
-72.9563,43.621196,alb
-80.811879,36.106508,alb
-81.878966,35.751512,alb
-82.046842,35.705155,alb
-82.042533,35.765462,alb
-82.036111,35.729739,alb
-73.2395,44.625667,mac
-73.139675,44.502969,alb
-73.27089,44.0575,mac
-73.228254,43.686432,alb
-103.860882,44.479727,mac
-87.804167,42.79,alb
-72.591167,42.916833,alb
-77.243546,38.986479,ste
-81.655487,41.186852,bic
-84.783537,43.085091,mac
-81.387405,41.138596,mac
-81.609,41.067,bic
-73.191481,43.46755,alb
-72.525467,43.132339,alb
-73.254883,44.270587,mac
-73.254883,44.270587,bic
-73.254883,44.270587,alb
-73.483029,40.704651,alb
-80.297592,36.87381,alb
-89.017981,37.311843,mac
-88.38244,42.390465,mac
-78.667857,35.768397,ste
-78.990322,36.039836,ste
-73.229056,44.453936,mac
-73.17781,44.052127,mac
-78.861637,36.077088,ste
-73.145557,43.684925,alb
-76.482589,38.963238,ste
-76.826425,42.932855,alb
-81.513333,41.122833,alb
-73.25354,44.269432,mac
-72.484337,41.694283,alb
-73.150284,44.007416,alb
-73.148247,44.005997,mac
-73.193405,43.916645,mac
-73.093328,43.989233,alb
-73.095818,43.974102,alb
-93.757882,36.439091,mue
-73.183066,43.522659,alb
-72.992812,43.616993,alb
-73.002575,43.625453,alb
-73.28564,44.543964,alb
-87.778588,42.001802,bic
-73.200874,43.828583,alb
-96.903941,32.615747,mac
-99.743333,50.783333,mac
-114.566667,53.917222,mac
-114.516667,53.8,mac
-104.306471,32.457858,mue
-79.05585,35.9132,alb
-82.9824,39.33312,alb
-72.53,42.5505,alb
-72.64979,42.50504,alb
-95.3698,29.76043,alb
-76.98914,43.27173,bic
-77.25265,38.99648,alb
-74.0538,45.46141,bic
-96.61748,28.82305,mac
-95.9694,28.98276,mac
-97.69513,28.97962,mac
-73.70841,45.55459,mac
-91.89888,46.59444,mac
-85.47881,37.76475,mac
-75.79485,45.38784,mac
-73.27654,41.78663,mac
-90.1994,38.627,mac
-90.26438,38.56208,mac
-90.1994,38.627,mac
-96.63003,29.13517,mac
-73.34472,43.45052,mac
-73.25941,43.40822,mac
-97.11668,33.93705,mac
-91.63518,40.52105,mac
-97.51643,35.46756,mac
-98.95751,35.51573,mac
-96.18633,30.4563,mac
-99.78342,30.91892,mac
-90.57535,41.81407,mac
-94.34384,38.85168,mue
-103.78509,30.71144,mue
-95.14321,31.79818,mue
-87.315,34.41999,mue
-90.67632,38.50359,mue
-91.07028,38.22528,mue
-96.14276,34.01732,mue
-92.38136,39.04686,mue
-76.17884,40.17982,mue
-91.12335,33.82593,mue
-89.01466,41.34378,mue
-83.94259,42.15442,mue
-96.80397,32.76129,mue
-82.82806,35.89198,mue
-96.60278,39.28755,mue
-90.44134,38.56542,mue
-92.53544,36.27118,mue
-99.77201,30.48936,mue
-93.75018,32.52515,mue
-97.11668,33.93705,mue
-96.03776,34.00454,mue
-98.24366,35.07256,mue
-76.65916,37.22332,mue
-94.27662,37.49505,mue
-90.23565,38.61465,alb
-94.73911,34.02928,alb
-93.73797,36.40118,alb
-76.23633,39.90251,alb
-95.79272,31.28532,alb
-74.07987,45.46515,alb
-95.3698,29.76043,alb
-73.25955,43.40785,alb
-74.54933,40.70662,alb
-90.28963,38.50938,alb
-90.3629,38.36533,alb
-74.88156,39.01456,alb
-90.26921,38.53792,alb
-94.63967,37.0759,alb
-73.76989,42.6052,alb
-71.82341,43.43702,alb
-93.75687,37.27338,ste
-79.05585,35.9132,ste
-95.3698,29.76043,ste
-94.79548,30.05799,ste
-93.57895,38.75227,ste
-95.8633,32.55652,ste
-77.25387,38.99872,ste
-90.18481,32.29876,ste
-97.28916,29.09387,ste
-90.67632,38.50359,ste
-80.13946,32.90084,ste
-90.67632,38.50359,ste
-84.92437,30.70769,ste
-77.141,38.96696,ste
-94.54976,34.72041,ste
-99.49369,32.40596,ste
-99.40426,35.41199,ste
-100.52961,31.82777,ste
-99.13788,30.04273,ste
-93.01507,32.05655,ste
-93.08599,31.81341,ste
-93.73797,36.40118,ste
-92.82265,30.23604,ste
-70.08278,41.75389,ste
-91.40471,38.07063,ste
-74.88156,39.01456,ste
-77.29008,38.52292,ste
-99.49369,32.40596,ste
-99.39424,32.39402,ste
-94.73911,34.02928,ste
-95.3698,29.76043,ste
-73.51071,45.53695,mac
-75.95,44.46667,mac
-73.51071,45.53695,mac
-73.50188,45.53656,mac
-96.11081,33.13845,mac
-76.07342,45.48622,mac
-73.38009,44.58658,mac
-96.57136,50.4602,mac
-89.5711,48.36724,mac
-72.48527,41.75722,alb
-74.9375,40.34583,ste
-77.066667,45.85,mac
-74.025,45.494722,mac
-76.766667,45.866667,mac
-73.508333,45.631944,mac
-73.05,45.433333,mac
-73.566667,45.466667,mac
-73.75,45.666667,mac
-73.266667,45.316667,mac
-72.616667,46.216667,mac
-74.633333,45.65,mac
-72.484167,46.301944,mac
-74.083333,45.466667,mac
-76.066667,46.116667,mac
-91.969902,32.748691,ste
-93.45,32.683333,ste
-90.767327,37.744212,ste
-97.316516,32.787016,ste
-93.258754,35.222022,ste
-91.254084,38.081443,ste
-94.662087,34.450445,mue
-82.822086,35.894167,mue
-94.07423,41.29167,mue
-71.054426,42.216728,mue
-92.18282,37.761128,mue
-91.63402,35.755173,mue
-96.801389,39.0725,mac
-92.07858,36.14128,mue
-97.526818,31.226311,mue
-94.882752,36.067396,mue
-104.47588,44.56019,mac
-104.47588,44.56019,mac
-80.466667,39.95,mue
-95.507709,40.229914,mue
-96.801389,39.0725,mue
-92.034764,37.743328,mue
-104.746059,31.922052,mue
-69.33222,44.59361,mac
-69.33222,44.59361,mac
-73.39222,41.06583,alb
-73.50944,41.67583,mue
-76,45.516667,alb
-75.876944,45.49,alb
-76.941667,45.916667,alb
-74.710278,45.648056,alb
-74.735278,45.640556,alb
-75.903611,45.497222,alb
-75.890556,45.497222,alb
-75.864722,45.487778,alb
-75.864722,45.487778,alb
-76.056389,45.552222,alb
-76.056389,45.552222,alb
-76.878056,45.896389,alb
-75.876944,45.49,alb
-75.848056,45.469444,alb
-75.991111,45.485278,alb
-75.928056,45.445278,alb
-75.835,45.381389,alb
-73.333333,45.066667,bic
-73.8456,45.5797,alb
-73.852,45.3323,bic
-73.8562,45.3308,bic
-73.852,45.3323,bic
-73.8606,45.3258,bic
-73,45.2,bic
-73.2,45.133333,bic
-73.866667,45.466667,bic
-73.866667,45.466667,bic
-73.066667,45.1,bic
-73.2,45.133333,bic
-73.833333,45.483333,bic
-73.8583,45.3668,alb
-73.8583,45.3668,alb
-73.8647,45.3678,alb
-73.8583,45.3668,alb
-75.966667,45.533333,alb
-74.6863,45.647,alb
-73.852,45.3323,bic
-73.8431,45.3371,bic
-73.8606,45.3258,bic
-73.8431,45.3371,bic
-73.8456,45.5797,mac
-75.742778,45.498889,mac
-75.752278,45.491722,mac
-72.961111,45.299,mac
-72.96115,45.298917,mac
-72.96115,45.298917,mac
-74.66865,45.65305,alb
-72.364139,46.433072,mac
-73.516667,45.383333,mac
-75.666944,45.653056,alb
-75.6675,45.653056,alb
-73.611944,45.625833,mac
-74.762778,45.653056,alb
-74.751944,45.649167,alb
-74.751944,45.649167,alb
-74.8575,45.655833,alb
-74.859722,45.656111,alb
-74.859722,45.656111,alb
-74.902222,45.667778,alb
-75.035833,45.649167,alb
-75.033056,45.65,alb
-75.040833,45.648889,mac
-75.155556,45.646389,alb
-75.155556,45.646389,alb
-75.155278,45.646389,alb
-75.021389,45.663056,mac
-73.411111,45.594444,mac
-75.749,45.433,mac
-73.915,45.544,mac
-73.8491,45.331,bic
-75.966567,45.528683,alb
-75.736111,45.493056,mac
-75.007889,45.647722,alb
-74.780222,45.653083,alb
-74.763694,45.653083,alb
-74.696333,45.646778,alb
-74.669,45.666611,alb
-73.333333,45.066667,bic
-74.055,45.458889,alb
-74.862528,45.654333,mac
-74.68625,45.649778,alb
-74.683444,45.650472,alb
-74.682444,45.651611,alb
-74.682444,45.651611,alb
-74.676306,45.653833,alb
-74.676306,45.653833,alb
-74.706306,45.646667,alb
-74.713944,45.647111,alb
-74.713944,45.647111,alb
-74.690083,45.65125,alb
-74.690083,45.65125,alb
-74.691861,45.648056,alb
-73.533333,45.7,mac
-74.801,45.653167,alb
-73.933333,45.466667,bic
-73.431667,45.513889,mac
-73.431667,45.513889,mac
-73.431667,45.513889,mac
-73.431667,45.513889,mac
-66.111801,45.831299,mac
-74.30225,45.479211,mac
-73.431667,45.513889,bic
-73.833023,45.637909,bic
-73.583333,45.45,bic
-81.889444,42.296667,alb
-74.089909,45.459376,alb
-74.30225,45.479211,alb
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-87.464001,35.547483,alb
-94.668543,36.173723,alb
-71.095574,42.206688,alb
-71.095574,42.206688,alb
-90.675,38.125,alb
-91.848802,35.842926,alb
-94.882752,36.067396,alb
-91.254084,38.081443,alb
-92.44111,34.62944,alb
-83.155853,42.41545,alb
-97.17678,49.71952,mac
-84.558545,39.227032,mac
-84.75228,34.175775,alb
-81.002242,41.0481,alb
-71.494329,42.340714,alb
-75.513267,38.335644,alb
-79.483185,39.532784,alb
-71.494329,42.340714,alb
-90.55973,38.526387,mue
-85.28041,35.85575,alb
-73.764938,42.566475,bic
-97.011733,33.365402,ste
-88.704238,30.71763,ste
-75.514692,38.332358,ste
-92.793347,45.01117,mac
-93.297734,44.901373,mac
-71.786835,42.078204,alb
-71.772961,42.054927,alb
-81.710906,39.110619,ste
-81.414506,41.416709,alb
-96.792839,33.131042,mac
-81.262978,41.031008,mac
-89.072219,42.338455,mac
-77.140747,38.789538,ste
-70.8721,43.127309,alb
-79.464849,43.646226,alb
-96.721583,50.096248,mac
-74.533096,39.880336,ste
-80.904593,37.758716,ste
-72.205827,42.582308,alb
-84.516651,39.256277,mue
-85.900047,35.212391,mue
-73.407176,45.997338,mac
-88.258295,42.024272,alb
-73.407176,45.997338,mac
-73.861992,42.472222,alb
-80.144883,35.095047,alb
-90.541572,38.200488,mue
-84.373299,33.909119,alb
-76.697462,44.429709,bic
-74.012169,40.988563,alb
-91.574197,38.903631,mue
-90.80477,34.261597,ste
-71.19855,42.393164,alb
-104.725252,44.584936,mac
-72.395868,42.700528,alb
-90.967767,41.030861,mac
-75.732872,38.609351,alb
-71.201527,42.125046,alb
-84.816955,39.118163,mue
-75.219978,44.929622,mac
-75.148883,39.748886,alb
-95.724527,39.018428,mac
-72.226295,42.469405,alb
-73.611496,41.602966,alb
-80.380475,43.193336,mac
-70.977624,41.539789,alb
-75.732882,38.609348,ste
-73.77285,42.417976,bic
-72.150122,43.904737,alb
-76.684088,43.347405,alb
-77.61653,43.237828,alb
-94.064228,36.054651,mac
-89.444275,43.129983,mac
-94.810791,34.962624,ste
-75.745829,45.406488,mac
-97.198631,36.09877,mue
-77.612778,43.242438,alb
-97.425807,35.240236,mac
-73.747451,40.741213,bic
-97.38903,35.18875,mue
-92.32888,38.869557,alb
-98.425797,35.939122,mac
-91.138514,41.66499,alb
-96.036875,36.062813,mue
-96.84845,33.047481,mac
-73.945388,40.72008,alb
-77.61773,43.22328,alb
-77.028551,36.306289,ste
-96.54624,34.933155,ste
-72.990396,44.454633,alb
-96.284822,51.101145,mac
-71.091273,42.063497,alb
-72.324507,42.496317,alb
-74.931961,39.573846,alb
-72.328132,42.666678,alb
-79.483202,39.532789,alb
-74.393325,42.954738,alb
-80.583113,43.480647,mac
-95.137816,30.48866,ste
-78.862398,44.630904,mac
-83.974599,33.918828,alb
-77.620047,43.19948,alb
-77.618128,43.218075,alb
-76.027962,44.496755,alb
-74.524902,40.698816,alb
-97.139162,36.109237,mac
-97.867447,30.553025,mac
-97.738588,30.430288,mue
-73.832906,41.210796,alb
-89.195452,37.623703,mue
-97.498619,35.532272,ste
-75.076224,39.680035,alb
-95.968467,36.123628,mac
-95.968522,36.123425,mac
-72.328306,42.677219,alb
-77.617788,43.222995,alb
-76.07423,39.727797,ste
-92.843149,34.628169,alb
-77.815917,43.073295,mue
-75.133722,39.506288,alb
-88.01167,44.445291,alb
-77.314765,39.162743,alb
-77.617645,43.222878,alb
-95.7788,39.055757,mue
-84.492812,38.948209,alb
-96.951825,34.506986,mue
-74.664383,45.033517,mac
-90.953758,44.730853,alb
-84.360113,37.896758,alb
-77.622422,43.21428,alb
-76.027574,44.496372,alb
-76.794337,44.595928,alb
-95.903578,36.22408,mac
-95.118628,29.563662,mue
-88.036272,36.901249,ste
-96.413856,34.186253,mue
-83.422144,35.739048,alb
-94.784154,36.350576,mac
-83.147345,40.087907,bic
-88.075757,41.840597,bic
-74.821121,41.066715,alb
-97.575475,29.619552,ste
-71.181331,42.324137,alb
-79.465466,43.644956,alb
-66.540818,46.139314,mac
-72.327571,42.10193,alb
-79.360164,43.696808,mac
-84.417081,39.238001,mue
-77.619112,43.218167,alb
-86.065519,39.762554,mac
-73.763953,42.566333,alb
-97.725411,30.183637,mue
-73.89732,41.680297,alb
-76.667435,42.223956,alb
-99.395578,30.062603,mac
-70.525763,41.581078,alb
-99.395425,30.06262,mue
-81.793282,43.27747,alb
-97.270754,30.100019,ste
-73.338316,45.93101,mac
-81.80175,43.273113,alb
-96.807083,37.09922,mue
-73.759235,45.507397,mac
-73.794638,40.872005,bic
-73.133597,44.693537,alb
-73.68813,45.142767,alb
-81.792213,43.275612,alb
-93.285506,36.626761,mue
-92.703553,38.195219,mue
-92.749123,41.683722,mac
-81.800064,43.273827,alb
-113.79482,52.285004,mac
-92.749123,41.683722,bic
-97.329708,31.109149,mue
-88.022317,43.19778,mac
-76.244462,44.797487,alb
-97.017674,33.018739,ste
-83.423095,38.998188,mac
-93.353241,37.885197,ste
-96.807213,37.098824,mac
-89.861679,32.583282,alb
-92.651427,45.399551,alb
-78.01946,44.621151,alb
-90.297517,37.802667,alb
-80.357597,42.713963,alb
-82.395516,42.670193,alb
-73.300743,45.879411,mac
-72.403865,42.323088,alb
-86.42455,34.104712,alb
-80.460815,42.703384,alb
-76.837423,39.415959,ste
-75.733672,38.608833,alb
-97.499836,30.209148,mac
-92.749412,41.683762,mac
-92.714446,34.880561,mue
-78.907713,37.812914,alb
-73.53498,45.666306,mac
-72.770028,45.209038,mac
-82.402214,42.694252,mac
-94.518715,38.991333,ste
-91.3087,45.215613,alb
-75.805746,44.978697,mac
-82.402374,42.694256,mac
-94.51739,38.989572,mue
-81.843925,42.322247,mue
-85.627532,38.335833,alb
-97.374647,35.68591,ste
-71.704737,41.9412,alb
-81.800316,43.273949,alb
-99.58297,29.822381,mue
-71.217676,42.268964,alb
-92.749381,41.682622,bic
-71.389771,42.190887,alb
-73.807844,45.247369,mac
-71.104575,42.21085,alb
-85.528982,44.656615,alb
-91.084293,38.766486,ste
-79.292008,44.92203,alb
-91.084312,38.766458,ste
-69.358368,44.62602,bic
-93.352493,37.885082,mue
-81.46157,39.818214,mue
-73.251307,44.517195,alb
-71.181001,42.442074,alb
-71.560922,42.187638,alb
-89.4173,43.042231,mac
-97.530412,35.625988,mac
-71.471375,42.358936,alb
-77.151169,41.049539,alb
-71.270872,42.250772,alb
-97.350114,35.620117,ste
-87.093053,36.498092,mue
-76.034211,39.73505,ste
-72.103091,42.412851,alb
-72.512717,42.698102,alb
-70.901397,42.476547,alb
-94.839301,38.89573,mue
-97.620413,30.445408,mac
-79.955712,42.810578,alb
-72.327211,42.499035,alb
-97.03552,33.183503,mac
-95.585158,36.331464,ste
-73.837294,40.719165,bic
-73.563836,45.581138,mac
-95.160957,29.857741,mac
-92.74933,41.68296,alb
-71.14615,42.387417,alb
-71.31702,42.107317,alb
-86.787391,35.994337,bic
-76.018684,44.513077,alb
-70.885315,42.020561,alb
-72.522769,42.587006,alb
-99.36068,49.785983,mac
-91.594205,41.962754,alb
-70.135064,41.662089,alb
-91.865811,43.457519,mac
-75.957217,44.378308,alb
-89.068917,38.553558,mue
-72.309367,41.886453,alb
-78.157519,43.972803,alb
-97.700455,30.284388,mue
-71.267034,46.890311,mac
-92.749314,41.682951,bic
-79.406473,44.891728,alb
-97.389137,35.188338,mac
-77.07543,38.769222,alb
-90.503979,36.182701,alb
-93.684704,45.497226,mac
-72.32905,42.677833,alb
-94.736497,31.523278,alb
-77.564538,43.140743,alb
-70.817994,42.246778,alb
-71.337636,42.254642,alb
-71.342601,42.309814,alb
-73.609138,43.548358,alb
-71.253402,42.177341,alb
-87.744181,42.021277,mue
-71.071297,42.189453,alb
-70.560458,41.636942,alb
-97.306814,35.226817,ste
-75.256751,39.98338,alb
-76.666983,44.218348,alb
-69.358218,44.625716,bic
-79.425204,43.749767,alb
-93.934748,32.568272,alb
-71.209119,42.596965,alb
-97.119392,32.792175,mac
-72.533172,42.570553,alb
-94.521589,34.692447,ste
-81.791084,43.275784,alb
-84.408817,39.13885,mue
-75.841339,38.859667,alb
-92.65216,45.399505,mac
-80.360329,42.715092,alb
-80.358971,42.713341,alb
-72.522847,42.586758,alb
-73.990335,40.960146,alb
-97.350008,35.622097,ste
-73.86669,41.511683,alb
-77.347221,38.984375,alb
-97.395039,32.706828,mac
-77.463683,43.24157,alb
-98.772346,34.751179,ste
-87.093302,36.496973,ste
-71.860321,42.284505,alb
-76.928233,39.381281,alb
-78.16925,44.096231,alb
-70.639338,41.934282,alb
-79.005229,44.727713,alb
-73.536902,45.662825,mac
-79.269456,43.867225,mac
-73.22992,40.85575,alb
-83.392008,40.249605,mac
-83.982346,39.817078,mue
-81.589195,41.5159,alb
-79.255287,44.884872,alb
-83.854822,40.229054,mac
-73.56375,45.581099,mac
-70.99379,41.98175,alb
-71.290528,42.694692,alb
-71.663084,42.104398,alb
-82.799185,39.932978,bic
-88.259078,42.1078,alb
-85.519973,43.648888,alb
-73.23694,41.47611,bic
-73.23694,41.47611,bic
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-72.33333,41.88333,alb
-70.08277,41.75388,ste
-73.13055,41.34611,alb
-73.06027,41.22416,mue
-73.06027,41.22416,mue
-77.09666,38.88583,ste
-77.09666,38.88583,ste
-73.42277,41.985,ste
-73.14666,41.29638,ste
-73.21166,42.78555,mue
-88.25222,42.90361,mue
-73.06027,41.22416,mue
-73.06027,41.22416,mue
-72.54472,41.46611,mue
-73.30888,41.96166,mue
-73.45305,41.73166,mue
-73.06027,41.22416,mue
-73.06027,41.22416,mue
-73.39333,41.30444,mue
-73.42277,41.985,mue
-73.45305,41.73166,mue
-73.30888,41.96166,mue
-73.45305,41.73166,mue
-73.45305,41.73166,mue
-73.50833,41.66666,mue
-73.43805,41.20138,mue
-73.39555,41.37416,mue
-77.16972,40.75361,bic
-74.8,40.9,bic
-72.83416,41.51611,bic
-72.30194,41.35027,bic
-75.69666,39.57166,alb
-76.715,37.40694,alb
-73.85472,42.08583,alb
-72.46166,41.45305,alb
-72.03027,41.34583,alb
-72.84,41.96222,alb
-72.16722,41.9275,alb
-72.03027,41.34583,alb
-72.52472,41.77527,alb
-72.8325,41.69972,alb
-72.24833,41.30416,alb
-94.80864,38.98062,ste
-94.80864,38.98062,ste
-94.80864,38.98062,alb
-94.80864,38.98062,alb
-75.452256,40.212067,alb
-92.64669,47.138802,mac
-77.949447,40.785978,alb
-73.5989,41.315404,alb
-97.124598,33.184956,mue
-77.301911,44.479389,mac
-73.188241,44.587361,alb
-77.108117,44.357645,mac
-90.541337,38.548003,ste
-73.536733,45.662651,mac
-75.450531,40.211617,alb
-98.59726,34.734009,ste
-88.178688,40.111978,mue
-89.496787,43.005828,mac
-93.65287,35.168942,alb
-73.536244,45.663052,mac
-77.505186,39.115011,alb
-78.279419,44.281236,mac
-69.273147,44.866905,alb
-94.842072,38.894837,mue
-98.189783,35.40617,ste
-74.007145,40.891307,alb
-85.905871,38.333311,alb
-78.34131,37.32521,ste
-97.377433,35.648153,ste
-93.516511,35.252733,mue
-98.72021,34.729878,ste
-78.871758,37.976959,alb
-70.636761,43.82469,alb
-94.135867,35.996425,alb
-97.125053,33.186363,mue
-76.522147,44.59159,alb
-76.987894,44.589639,alb
-88.514884,43.710509,mac
-73.536616,45.662734,mac
-81.43526,41.56186,mac
-95.121391,29.564129,mac
-75.517542,40.703896,alb
-84.831225,44.786864,alb
-73.898554,41.672967,alb
-77.25394,38.993425,alb
-79.738627,33.046441,alb
-85.631647,34.398312,ste
-77.127005,39.092898,alb
-73.463463,40.837638,alb
-96.948354,32.311134,mac
-86.265565,33.934138,ste
-71.084037,42.429256,alb
-73.189998,44.58988,mue
-72.834831,41.682419,alb
-86.63791,41.865134,alb
-78.336668,44.558381,alb
-71.742269,41.372308,alb
-76.452974,44.146426,mac
-97.174309,36.187275,ste
-90.9537,44.731459,mac
-87.902962,41.833788,mac
-91.591609,41.966349,alb
-78.314654,44.318122,alb
-91.589038,41.966607,alb
-76.534189,44.239247,mac
-97.301015,35.230223,mac
-77.585746,45.677775,alb
-85.811914,33.487783,alb
-93.041051,34.522079,alb
-77.173614,40.404147,alb
-96.433984,36.85106,mue
-97.97377,29.850311,mac
-97.071727,32.822846,ste
-72.328386,42.666801,alb
-73.53608,45.663079,mac
-94.839374,38.895682,mue
-87.123766,31.327173,ste
-81.396661,41.249369,alb
-90.676869,35.721534,ste
-78.543387,44.310679,mac
-73.553103,45.644878,mac
-74.969597,44.66544,mac
-76.953387,44.573597,alb
-97.122064,49.917722,mac
-97.124998,33.178811,mac
-77.113563,44.361296,mac
-86.628495,34.799708,ste
-73.553012,45.644829,mac
-80.086547,37.440206,alb
-80.264137,43.535078,mac
-73.934147,45.470282,alb
-96.447001,32.907737,mue
-77.765311,38.718447,bic
-71.09565,42.218072,bic
-96.776778,33.101342,mac
-70.113555,41.680092,alb
-84.739135,45.666324,mac
-96.878107,36.129096,mue
-87.518832,33.251075,ste
-76.182531,44.772938,mac
-85.465223,32.629273,ste
-73.11591,44.550693,alb
-91.586682,41.965578,alb
-80.366387,40.506667,bic
-72.23797,41.003533,alb
-73.536227,45.663028,mac
-85.94384,42.894703,bic
-84.278387,46.498269,mac
-87.036131,33.059581,mue
-85.619086,34.527233,ste
-86.945342,34.547225,ste
-87.039389,33.058,ste
-72.023994,41.334233,bic
-98.721573,34.73047,ste
-93.007911,45.086039,mac
-87.726683,34.912083,ste
-97.419242,31.112989,mue
-86.777466,33.137173,ste
-93.605512,44.720049,mac
-84.831025,44.786647,alb
-80.138644,40.594492,alb
-87.971779,42.28363,bic
-97.696567,30.662014,mue
-85.812744,33.488233,alb
-98.354181,35.454056,mue
-85.631462,34.396163,ste
-73.536333,45.662972,mac
-92.175519,44.117328,mac
-94.745461,38.977806,mac
-81.42173,41.561612,alb
-73.474717,40.831142,alb
-72.307177,42.536013,alb
-90.212158,38.733429,mac
-90.428501,38.555884,alb
-90.676706,35.721041,alb
-94.843567,38.897625,mac
-81.973869,36.868355,alb
-78.596461,39.613428,alb
-73.549974,45.645881,mac
-73.536081,45.663045,mac
-77.107826,44.357165,mac
-73.536257,45.662962,mac
-76.725401,39.19401,alb
-93.882662,36.427812,ste
-78.298235,44.329995,mac
-97.770154,30.261388,mue
-93.855767,33.923982,alb
-96.784344,33.101056,mac
-85.9398,32.713296,ste
-80.480835,35.189453,alb
-82.745476,36.701881,alb
-85.819856,32.732544,ste
-94.842912,38.896062,mac
-97.623978,30.441057,mac
-84.613534,30.579745,alb
-84.883083,30.241138,alb
-84.40842,30.02815,ste
-84.31449,30.12086,ste
-85.215887,30.795806,ste
-83.89532,30.438088,alb
-85.215887,30.795806,alb
-84.403944,30.170565,ste
-84.403944,30.170565,alb
-84.613534,30.579745,alb
-84.285766,30.52917,alb
-85.53165,30.72832,alb
-82.640841,29.86445,alb
-84.285766,30.52917,ste
-84.27798,30.53072,mac
-85.215887,30.795806,ste
-85.257063,30.812453,mue
-81.903056,29.02,ste
-84.25719,30.14211,alb
-84.27798,30.53072,mac
-84.613534,30.579745,ste
-85.530696,30.400767,alb
-85.215887,30.795806,mue
-84.883083,30.241138,mue
-84.403944,30.170565,ste
-84.403944,30.170565,alb
-85.215887,30.795806,mue
-85.215887,30.795806,ste
-84.403944,30.170565,alb
-85.215887,30.795806,ste
-84.61379,30.47217,alb
-84.48463,30.01074,ste
-86.517186,30.963701,alb
-83.93847,30.40226,mue
-84.403944,30.170565,ste
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-84.851998,30.722588,mue
-85.215887,30.795806,mue
-84.6234,30.47659,alb
-85.68177,30.97371,alb
-87.38026,30.706772,ste
-85.215887,30.795806,ste
-84.403944,30.170565,ste
-84.285766,30.52917,alb
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-84.403944,30.170565,alb
-84.403944,30.170565,ste
-84.35168,30.29681,ste
-84.403944,30.170565,alb
-84.613534,30.579745,ste
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-85.215887,30.795806,ste
-85.257474,30.812763,mue
-85.20511,30.44253,alb
-86.418239,30.49594,ste
-84.403944,30.170565,alb
-83.999206,30.558214,alb
-84.883083,30.241138,ste
-84.613534,30.579745,ste
-85.215887,30.795806,mue
-86.418239,30.49594,ste
-85.12689,30.30418,ste
-83.16997,30.42958,ste
