long,lat,spp
-73.139675,44.502969,alb
-73.27089,44.0575,mac
-73.228254,43.686432,alb
-103.860882,44.479727,mac
-72.591167,42.916833,alb
-81.655487,41.186852,bic
-84.783537,43.085091,mac
-73.191481,43.46755,alb
-72.525467,43.132339,alb
-73.254883,44.270587,mac
-73.254883,44.270587,bic
-73.254883,44.270587,alb
-80.297592,36.87381,alb
-89.017981,37.311843,mac
-88.38244,42.390465,mac
-73.229056,44.453936,mac
-73.17781,44.052127,mac
-78.861637,36.077088,ste
-73.145557,43.684925,alb
-76.482589,38.963238,ste
-76.826425,42.932855,alb
-73.25354,44.269432,mac
-72.484337,41.694283,alb
-73.150284,44.007416,alb
-73.148247,44.005997,mac
-73.193405,43.916645,mac
-73.093328,43.989233,alb
-73.095818,43.974102,alb
-93.757882,36.439091,mue
-73.183066,43.522659,alb
-72.992812,43.616993,alb
-73.002575,43.625453,alb
-73.28564,44.543964,alb
-73.200874,43.828583,alb
-99.743333,50.783333,mac
-114.566667,53.917222,mac
-114.516667,53.8,mac
-104.306471,32.457858,mue
-82.9824,39.33312,alb
-72.53,42.5505,alb
-72.64979,42.50504,alb
-76.98914,43.27173,bic
-74.0538,45.46141,bic
-96.61748,28.82305,mac
-95.9694,28.98276,mac
-97.69513,28.97962,mac
-91.89888,46.59444,mac
-85.47881,37.76475,mac
-73.27654,41.78663,mac
-96.63003,29.13517,mac
-73.34472,43.45052,mac
-73.25941,43.40822,mac
-97.11668,33.93705,mac
-91.63518,40.52105,mac
-98.95751,35.51573,mac
-96.18633,30.4563,mac
-99.78342,30.91892,mac
-90.57535,41.81407,mac
-94.34384,38.85168,mue
-103.78509,30.71144,mue
-95.14321,31.79818,mue
-87.315,34.41999,mue
-90.67632,38.50359,mue
-91.07028,38.22528,mue
-96.14276,34.01732,mue
-92.38136,39.04686,mue
-76.17884,40.17982,mue
-91.12335,33.82593,mue
-89.01466,41.34378,mue
-83.94259,42.15442,mue
-82.82806,35.89198,mue
-96.60278,39.28755,mue
-92.53544,36.27118,mue
-99.77201,30.48936,mue
-97.11668,33.93705,mue
-96.03776,34.00454,mue
-98.24366,35.07256,mue
-76.65916,37.22332,mue
-94.27662,37.49505,mue
-94.73911,34.02928,alb
-93.73797,36.40118,alb
-76.23633,39.90251,alb
-95.79272,31.28532,alb
-74.07987,45.46515,alb
-73.25955,43.40785,alb
-74.54933,40.70662,alb
-90.3629,38.36533,alb
-74.88156,39.01456,alb
-94.63967,37.0759,alb
-73.76989,42.6052,alb
-71.82341,43.43702,alb
-93.75687,37.27338,ste
-94.79548,30.05799,ste
-93.57895,38.75227,ste
-95.8633,32.55652,ste
-97.28916,29.09387,ste
-90.67632,38.50359,ste
-80.13946,32.90084,ste
-90.67632,38.50359,ste
-84.92437,30.70769,ste
-94.54976,34.72041,ste
-99.49369,32.40596,ste
-99.40426,35.41199,ste
-100.52961,31.82777,ste
-99.13788,30.04273,ste
-93.01507,32.05655,ste
-93.08599,31.81341,ste
-93.73797,36.40118,ste
-92.82265,30.23604,ste
-70.08278,41.75389,ste
-91.40471,38.07063,ste
-74.88156,39.01456,ste
-77.29008,38.52292,ste
-99.49369,32.40596,ste
-99.39424,32.39402,ste
-94.73911,34.02928,ste
-73.51071,45.53695,mac
-75.95,44.46667,mac
-73.51071,45.53695,mac
-73.50188,45.53656,mac
-96.11081,33.13845,mac
-76.07342,45.48622,mac
-73.38009,44.58658,mac
-96.57136,50.4602,mac
-89.5711,48.36724,mac
-72.48527,41.75722,alb
-74.9375,40.34583,ste
-77.066667,45.85,mac
-74.025,45.494722,mac
-76.766667,45.866667,mac
-73.05,45.433333,mac
-73.566667,45.466667,mac
-73.75,45.666667,mac
-73.266667,45.316667,mac
-72.616667,46.216667,mac
-74.633333,45.65,mac
-72.484167,46.301944,mac
-74.083333,45.466667,mac
-76.066667,46.116667,mac
-91.969902,32.748691,ste
-93.45,32.683333,ste
-90.767327,37.744212,ste
-93.258754,35.222022,ste
-91.254084,38.081443,ste
-94.662087,34.450445,mue
-82.822086,35.894167,mue
-94.07423,41.29167,mue
-92.18282,37.761128,mue
-91.63402,35.755173,mue
-96.801389,39.0725,mac
-92.07858,36.14128,mue
-97.526818,31.226311,mue
-94.882752,36.067396,mue
-104.47588,44.56019,mac
-104.47588,44.56019,mac
-80.466667,39.95,mue
-95.507709,40.229914,mue
-96.801389,39.0725,mue
-92.034764,37.743328,mue
-104.746059,31.922052,mue
-69.33222,44.59361,mac
-69.33222,44.59361,mac
-73.39222,41.06583,alb
-73.50944,41.67583,mue
-76,45.516667,alb
-75.876944,45.49,alb
-76.941667,45.916667,alb
-74.710278,45.648056,alb
-74.735278,45.640556,alb
-75.903611,45.497222,alb
-75.890556,45.497222,alb
-75.864722,45.487778,alb
-75.864722,45.487778,alb
-76.056389,45.552222,alb
-76.056389,45.552222,alb
-76.878056,45.896389,alb
-75.876944,45.49,alb
-75.848056,45.469444,alb
-75.991111,45.485278,alb
-75.928056,45.445278,alb
-73.333333,45.066667,bic
-73.852,45.3323,bic
-73.8562,45.3308,bic
-73.852,45.3323,bic
-73.8606,45.3258,bic
-73,45.2,bic
-73.2,45.133333,bic
-73.066667,45.1,bic
-73.2,45.133333,bic
-73.8583,45.3668,alb
-73.8583,45.3668,alb
-73.8647,45.3678,alb
-73.8583,45.3668,alb
-75.966667,45.533333,alb
-74.6863,45.647,alb
-73.852,45.3323,bic
-73.8431,45.3371,bic
-73.8606,45.3258,bic
-73.8431,45.3371,bic
-72.961111,45.299,mac
-72.96115,45.298917,mac
-72.96115,45.298917,mac
-74.66865,45.65305,alb
-72.364139,46.433072,mac
-75.666944,45.653056,alb
-75.6675,45.653056,alb
-73.611944,45.625833,mac
-74.762778,45.653056,alb
-74.751944,45.649167,alb
-74.751944,45.649167,alb
-74.8575,45.655833,alb
-74.859722,45.656111,alb
-74.859722,45.656111,alb
-74.902222,45.667778,alb
-75.035833,45.649167,alb
-75.033056,45.65,alb
-75.040833,45.648889,mac
-75.155556,45.646389,alb
-75.155556,45.646389,alb
-75.155278,45.646389,alb
-75.021389,45.663056,mac
-73.411111,45.594444,mac
-73.915,45.544,mac
-73.8491,45.331,bic
-75.966567,45.528683,alb
-75.007889,45.647722,alb
-74.780222,45.653083,alb
-74.763694,45.653083,alb
-74.696333,45.646778,alb
-74.669,45.666611,alb
-73.333333,45.066667,bic
-74.055,45.458889,alb
-74.862528,45.654333,mac
-74.68625,45.649778,alb
-74.683444,45.650472,alb
-74.682444,45.651611,alb
-74.682444,45.651611,alb
-74.676306,45.653833,alb
-74.676306,45.653833,alb
-74.706306,45.646667,alb
-74.713944,45.647111,alb
-74.713944,45.647111,alb
-74.690083,45.65125,alb
-74.690083,45.65125,alb
-74.691861,45.648056,alb
-73.533333,45.7,mac
-74.801,45.653167,alb
-73.933333,45.466667,bic
-66.111801,45.831299,mac
-74.30225,45.479211,mac
-73.583333,45.45,bic
-81.889444,42.296667,alb
-74.089909,45.459376,alb
-74.30225,45.479211,alb
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-64.39928,45.08618,bic
-87.464001,35.547483,alb
-94.668543,36.173723,alb
-90.675,38.125,alb
-91.848802,35.842926,alb
-94.882752,36.067396,alb
-91.254084,38.081443,alb
-92.44111,34.62944,alb
-97.17678,49.71952,mac
-84.75228,34.175775,alb
-81.002242,41.0481,alb
-75.513267,38.335644,alb
-79.483185,39.532784,alb
-90.55973,38.526387,mue
-85.28041,35.85575,alb
-73.764938,42.566475,bic
-97.011733,33.365402,ste
-88.704238,30.71763,ste
-75.514692,38.332358,ste
-92.793347,45.01117,mac
-71.786835,42.078204,alb
-71.772961,42.054927,alb
-81.710906,39.110619,ste
-81.414506,41.416709,alb
-96.792839,33.131042,mac
-81.262978,41.031008,mac
-70.8721,43.127309,alb
-96.721583,50.096248,mac
-74.533096,39.880336,ste
-80.904593,37.758716,ste
-72.205827,42.582308,alb
-85.900047,35.212391,mue
-73.407176,45.997338,mac
-73.407176,45.997338,mac
-73.861992,42.472222,alb
-80.144883,35.095047,alb
-90.541572,38.200488,mue
-76.697462,44.429709,bic
-91.574197,38.903631,mue
-90.80477,34.261597,ste
-104.725252,44.584936,mac
-72.395868,42.700528,alb
-90.967767,41.030861,mac
-75.732872,38.609351,alb
-84.816955,39.118163,mue
-75.219978,44.929622,mac
-72.226295,42.469405,alb
-73.611496,41.602966,alb
-80.380475,43.193336,mac
-70.977624,41.539789,alb
-75.732882,38.609348,ste
-73.77285,42.417976,bic
-72.150122,43.904737,alb
-76.684088,43.347405,alb
-94.064228,36.054651,mac
-89.444275,43.129983,mac
-94.810791,34.962624,ste
-97.198631,36.09877,mue
-97.425807,35.240236,mac
-97.38903,35.18875,mue
-92.32888,38.869557,alb
-98.425797,35.939122,mac
-91.138514,41.66499,alb
-96.036875,36.062813,mue
-77.028551,36.306289,ste
-96.54624,34.933155,ste
-72.990396,44.454633,alb
-96.284822,51.101145,mac
-72.324507,42.496317,alb
-74.931961,39.573846,alb
-72.328132,42.666678,alb
-79.483202,39.532789,alb
-74.393325,42.954738,alb
-80.583113,43.480647,mac
-95.137816,30.48866,ste
-78.862398,44.630904,mac
-76.027962,44.496755,alb
-74.524902,40.698816,alb
-97.139162,36.109237,mac
-97.867447,30.553025,mac
-73.832906,41.210796,alb
-89.195452,37.623703,mue
-75.076224,39.680035,alb
-72.328306,42.677219,alb
-76.07423,39.727797,ste
-92.843149,34.628169,alb
-77.815917,43.073295,mue
-75.133722,39.506288,alb
-88.01167,44.445291,alb
-77.314765,39.162743,alb
-84.492812,38.948209,alb
-96.951825,34.506986,mue
-74.664383,45.033517,mac
-90.953758,44.730853,alb
-84.360113,37.896758,alb
-76.027574,44.496372,alb
-76.794337,44.595928,alb
-88.036272,36.901249,ste
-96.413856,34.186253,mue
-83.422144,35.739048,alb
-94.784154,36.350576,mac
-74.821121,41.066715,alb
-97.575475,29.619552,ste
-66.540818,46.139314,mac
-72.327571,42.10193,alb
-73.763953,42.566333,alb
-97.725411,30.183637,mue
-76.667435,42.223956,alb
-99.395578,30.062603,mac
-70.525763,41.581078,alb
-99.395425,30.06262,mue
-81.793282,43.27747,alb
-97.270754,30.100019,ste
-73.338316,45.93101,mac
-81.80175,43.273113,alb
-96.807083,37.09922,mue
-73.133597,44.693537,alb
-73.68813,45.142767,alb
-81.792213,43.275612,alb
-92.703553,38.195219,mue
-92.749123,41.683722,mac
-81.800064,43.273827,alb
-113.79482,52.285004,mac
-92.749123,41.683722,bic
-97.329708,31.109149,mue
-76.244462,44.797487,alb
-83.423095,38.998188,mac
-93.353241,37.885197,ste
-96.807213,37.098824,mac
-89.861679,32.583282,alb
-92.651427,45.399551,alb
-78.01946,44.621151,alb
-90.297517,37.802667,alb
-80.357597,42.713963,alb
-82.395516,42.670193,alb
-73.300743,45.879411,mac
-72.403865,42.323088,alb
-86.42455,34.104712,alb
-80.460815,42.703384,alb
-76.837423,39.415959,ste
-75.733672,38.608833,alb
-97.499836,30.209148,mac
-92.749412,41.683762,mac
-92.714446,34.880561,mue
-78.907713,37.812914,alb
-72.770028,45.209038,mac
-82.402214,42.694252,mac
-91.3087,45.215613,alb
-75.805746,44.978697,mac
-82.402374,42.694256,mac
-81.843925,42.322247,mue
-97.374647,35.68591,ste
-71.704737,41.9412,alb
-81.800316,43.273949,alb
-99.58297,29.822381,mue
-92.749381,41.682622,bic
-71.389771,42.190887,alb
-73.807844,45.247369,mac
-85.528982,44.656615,alb
-91.084293,38.766486,ste
-79.292008,44.92203,alb
-91.084312,38.766458,ste
-69.358368,44.62602,bic
-93.352493,37.885082,mue
-81.46157,39.818214,mue
-73.251307,44.517195,alb
-71.560922,42.187638,alb
-77.151169,41.049539,alb
-97.350114,35.620117,ste
-87.093053,36.498092,mue
-76.034211,39.73505,ste
-72.103091,42.412851,alb
-72.512717,42.698102,alb
-97.620413,30.445408,mac
-79.955712,42.810578,alb
-72.327211,42.499035,alb
-97.03552,33.183503,mac
-95.585158,36.331464,ste
-92.74933,41.68296,alb
-71.31702,42.107317,alb
-76.018684,44.513077,alb
-70.885315,42.020561,alb
-72.522769,42.587006,alb
-99.36068,49.785983,mac
-91.594205,41.962754,alb
-70.135064,41.662089,alb
-91.865811,43.457519,mac
-75.957217,44.378308,alb
-89.068917,38.553558,mue
-72.309367,41.886453,alb
-78.157519,43.972803,alb
-92.749314,41.682951,bic
-79.406473,44.891728,alb
-97.389137,35.188338,mac
-90.503979,36.182701,alb
-93.684704,45.497226,mac
-72.32905,42.677833,alb
-94.736497,31.523278,alb
-70.817994,42.246778,alb
-71.337636,42.254642,alb
-73.609138,43.548358,alb
-70.560458,41.636942,alb
-97.306814,35.226817,ste
-76.666983,44.218348,alb
-69.358218,44.625716,bic
-93.934748,32.568272,alb
-72.533172,42.570553,alb
-94.521589,34.692447,ste
-81.791084,43.275784,alb
-75.841339,38.859667,alb
-92.65216,45.399505,mac
-80.360329,42.715092,alb
-80.358971,42.713341,alb
-72.522847,42.586758,alb
-97.350008,35.622097,ste
-73.86669,41.511683,alb
-77.463683,43.24157,alb
-98.772346,34.751179,ste
-87.093302,36.496973,ste
-76.928233,39.381281,alb
-78.16925,44.096231,alb
-70.639338,41.934282,alb
-79.005229,44.727713,alb
-83.392008,40.249605,mac
-83.982346,39.817078,mue
-79.255287,44.884872,alb
-83.854822,40.229054,mac
-70.99379,41.98175,alb
-71.663084,42.104398,alb
-82.799185,39.932978,bic
-85.519973,43.648888,alb
-73.23694,41.47611,bic
-73.23694,41.47611,bic
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-73.23694,41.47611,alb
-72.33333,41.88333,alb
-70.08277,41.75388,ste
-73.42277,41.985,ste
-73.21166,42.78555,mue
-88.25222,42.90361,mue
-72.54472,41.46611,mue
-73.30888,41.96166,mue
-73.45305,41.73166,mue
-73.39333,41.30444,mue
-73.42277,41.985,mue
-73.45305,41.73166,mue
-73.30888,41.96166,mue
-73.45305,41.73166,mue
-73.45305,41.73166,mue
-73.50833,41.66666,mue
-73.43805,41.20138,mue
-73.39555,41.37416,mue
-77.16972,40.75361,bic
-74.8,40.9,bic
-72.30194,41.35027,bic
-75.69666,39.57166,alb
-76.715,37.40694,alb
-73.85472,42.08583,alb
-72.46166,41.45305,alb
-72.03027,41.34583,alb
-72.84,41.96222,alb
-72.16722,41.9275,alb
-72.03027,41.34583,alb
-72.24833,41.30416,alb
-92.64669,47.138802,mac
-77.949447,40.785978,alb
-73.5989,41.315404,alb
-97.124598,33.184956,mue
-77.301911,44.479389,mac
-73.188241,44.587361,alb
-77.108117,44.357645,mac
-98.59726,34.734009,ste
-88.178688,40.111978,mue
-89.496787,43.005828,mac
-93.65287,35.168942,alb
-77.505186,39.115011,alb
-78.279419,44.281236,mac
-69.273147,44.866905,alb
-98.189783,35.40617,ste
-85.905871,38.333311,alb
-78.34131,37.32521,ste
-97.377433,35.648153,ste
-93.516511,35.252733,mue
-98.72021,34.729878,ste
-78.871758,37.976959,alb
-70.636761,43.82469,alb
-94.135867,35.996425,alb
-97.125053,33.186363,mue
-76.522147,44.59159,alb
-76.987894,44.589639,alb
-88.514884,43.710509,mac
-75.517542,40.703896,alb
-84.831225,44.786864,alb
-79.738627,33.046441,alb
-85.631647,34.398312,ste
-96.948354,32.311134,mac
-86.265565,33.934138,ste
-73.189998,44.58988,mue
-86.63791,41.865134,alb
-78.336668,44.558381,alb
-71.742269,41.372308,alb
-76.452974,44.146426,mac
-97.174309,36.187275,ste
-90.9537,44.731459,mac
-91.591609,41.966349,alb
-78.314654,44.318122,alb
-91.589038,41.966607,alb
-76.534189,44.239247,mac
-97.301015,35.230223,mac
-77.585746,45.677775,alb
-85.811914,33.487783,alb
-77.173614,40.404147,alb
-96.433984,36.85106,mue
-97.97377,29.850311,mac
-72.328386,42.666801,alb
-87.123766,31.327173,ste
-81.396661,41.249369,alb
-90.676869,35.721534,ste
-78.543387,44.310679,mac
-74.969597,44.66544,mac
-76.953387,44.573597,alb
-97.124998,33.178811,mac
-77.113563,44.361296,mac
-80.086547,37.440206,alb
-80.264137,43.535078,mac
-73.934147,45.470282,alb
-96.447001,32.907737,mue
-77.765311,38.718447,bic
-70.113555,41.680092,alb
-84.739135,45.666324,mac
-96.878107,36.129096,mue
-76.182531,44.772938,mac
-73.11591,44.550693,alb
-91.586682,41.965578,alb
-80.366387,40.506667,bic
-72.23797,41.003533,alb
-85.94384,42.894703,bic
-84.278387,46.498269,mac
-87.036131,33.059581,mue
-85.619086,34.527233,ste
-86.945342,34.547225,ste
-87.039389,33.058,ste
-72.023994,41.334233,bic
-98.721573,34.73047,ste
-87.726683,34.912083,ste
-97.419242,31.112989,mue
-86.777466,33.137173,ste
-93.605512,44.720049,mac
-84.831025,44.786647,alb
-80.138644,40.594492,alb
-97.696567,30.662014,mue
-85.812744,33.488233,alb
-98.354181,35.454056,mue
-85.631462,34.396163,ste
-92.175519,44.117328,mac
-72.307177,42.536013,alb
-90.676706,35.721041,alb
-81.973869,36.868355,alb
-78.596461,39.613428,alb
-77.107826,44.357165,mac
-93.882662,36.427812,ste
-78.298235,44.329995,mac
-93.855767,33.923982,alb
-85.9398,32.713296,ste
-80.480835,35.189453,alb
-82.745476,36.701881,alb
-85.819856,32.732544,ste
-97.623978,30.441057,mac
-84.613534,30.579745,alb
-84.883083,30.241138,alb
-84.40842,30.02815,ste
-84.31449,30.12086,ste
-85.215887,30.795806,ste
-83.89532,30.438088,alb
-85.215887,30.795806,alb
-84.403944,30.170565,ste
-84.403944,30.170565,alb
-84.613534,30.579745,alb
-84.285766,30.52917,alb
-85.53165,30.72832,alb
-82.640841,29.86445,alb
-84.285766,30.52917,ste
-84.27798,30.53072,mac
-85.215887,30.795806,ste
-85.257063,30.812453,mue
-81.903056,29.02,ste
-84.25719,30.14211,alb
-84.27798,30.53072,mac
-84.613534,30.579745,ste
-85.530696,30.400767,alb
-85.215887,30.795806,mue
-84.883083,30.241138,mue
-84.403944,30.170565,ste
-84.403944,30.170565,alb
-85.215887,30.795806,mue
-85.215887,30.795806,ste
-84.403944,30.170565,alb
-85.215887,30.795806,ste
-84.61379,30.47217,alb
-84.48463,30.01074,ste
-86.517186,30.963701,alb
-83.93847,30.40226,mue
-84.403944,30.170565,ste
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-84.851998,30.722588,mue
-85.215887,30.795806,mue
-84.6234,30.47659,alb
-85.68177,30.97371,alb
-87.38026,30.706772,ste
-85.215887,30.795806,ste
-84.403944,30.170565,ste
-84.285766,30.52917,alb
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-84.403944,30.170565,alb
-84.403944,30.170565,ste
-84.35168,30.29681,ste
-84.403944,30.170565,alb
-84.613534,30.579745,ste
-84.883083,30.241138,alb
-85.215887,30.795806,mue
-85.215887,30.795806,ste
-85.257474,30.812763,mue
-85.20511,30.44253,alb
-86.418239,30.49594,ste
-84.403944,30.170565,alb
-83.999206,30.558214,alb
-84.883083,30.241138,ste
-84.613534,30.579745,ste
-85.215887,30.795806,mue
-86.418239,30.49594,ste
-85.12689,30.30418,ste
-83.16997,30.42958,ste
-84.285863,30.543676,ste
-84.613534,30.579745,alb
-85.27505,30.79921,mue
-84.613534,30.579745,alb
-84.2635,30.35282,alb
-83.602581,30.047704,alb
-85.197359,30.405886,alb
-85.215887,30.795806,ste
-85.93956,30.624712,alb
-85.215887,30.795806,mue
-85.52948,30.72722,ste
-84.93056,30.60961,alb
-85.32953,30.75491,mue
-85.215887,30.795806,alb
-81.934371,30.815605,ste
-84.613534,30.579745,ste
-83.89532,30.438088,alb
-84.799665,29.890147,ste
-85.26021,30.43335,ste
-84.403944,30.170565,alb
-83.16997,30.42958,ste
-84.201198,30.441697,alb
-84.436843,30.382039,ste
-85.215887,30.795806,ste
-85.215887,30.795806,alb
-85.215887,30.795806,ste
-96.766548,49.073146,mac
-81.414129,36.252584,alb
-93.053894,48.503328,mac
-79.819953,44.923992,alb
-77.186589,44.904731,alb
-81.750862,39.245258,ste
-99.395272,49.62872,mac
-81.929663,39.087345,alb
-78.474701,38.002547,ste
-80.363363,40.507692,alb
-82.389625,38.481442,ste
-82.16825,39.422322,ste
-72.16269,42.470782,alb
-71.533195,43.211758,bic
-91.619453,34.302145,alb
-78.861405,43.30215,alb
-77.573772,43.023913,alb
-97.800122,30.177689,mac
-98.126022,29.721388,mue
-81.750817,39.245113,ste
-82.495346,35.57663,alb
-77.488056,42.807837,alb
-95.288933,29.336072,ste
-73.7874,43.111039,alb
-97.296341,32.918335,mac
-71.269592,43.651153,alb
-71.009942,43.454506,alb
-70.357674,43.939436,alb
-74.004189,41.31533,alb
-104.708633,44.583063,mac
-81.005303,36.932344,alb
-98.049755,30.660304,ste
-74.224744,41.699009,alb
-77.11706,44.558935,alb
-74.494461,39.951153,ste
-78.999931,43.276757,alb
-74.225837,40.516042,alb
-75.187567,38.424383,ste
-77.867034,42.976714,alb
-91.589342,41.964065,bic
-71.302984,42.764583,alb
-92.51607,34.84455,ste
-71.329052,43.113703,alb
-96.770901,49.068307,mac
-74.225771,40.516296,alb
-73.317537,44.767806,bic
-85.336892,34.837136,ste
-80.172404,40.417976,alb
-92.57971,32.27931,alb
-94.245888,36.469781,mue
-71.708663,42.614582,alb
-96.063615,46.265341,mac
-87.883997,42.648053,bic
-98.821847,30.50492,ste
-85.231133,34.944417,ste
-92.813041,44.767622,alb
-76.37541,44.427333,mac
-74.102572,41.184401,alb
-85.336941,34.835894,ste
-77.693726,42.518158,alb
-71.556936,41.970446,alb
-86.576212,39.278683,bic
-71.008054,43.450423,alb
-74.549111,39.954406,ste
-75.881292,38.772978,ste
-97.913993,30.211996,mac
-99.656747,50.780747,mac
-79.447801,35.991576,ste
-79.182367,36.357248,ste
-97.306594,35.226752,ste
-77.258689,38.590729,alb
-73.604272,42.362688,alb
-75.881214,38.773117,alb
-73.636978,44.468158,alb
-70.956174,42.77692,bic
-92.33869,38.883383,mue
-91.366718,39.723935,mue
-81.595313,39.587653,alb
-81.751908,39.24528,ste
-84.909163,33.578613,alb
-85.511238,36.121289,ste
-75.219623,41.3592,alb
-71.660208,42.404197,alb
-75.046228,45.601905,mac
-74.224489,41.69918,alb
-71.557267,41.970638,alb
-76.724603,40.990375,alb
-74.225771,40.516296,alb
-74.157889,41.237208,alb
-70.418118,43.876004,alb
-77.434758,38.246447,alb
-75.714806,39.911469,ste
-73.601959,41.234003,alb
-83.478844,32.268184,ste
-70.467422,43.545572,alb
-73.847505,41.70726,alb
-70.595189,43.914852,alb
-82.40063,42.673065,mue
-76.379365,44.429974,alb
-92.240021,36.008416,alb
-73.908081,41.842563,alb
-94.659716,38.392503,mue
-94.659716,38.392503,mac
-94.659716,38.392503,ste
-76.579886,44.505714,mac
-79.673149,47.505971,mac
-86.138636,40.03628,mue
-72.312002,42.547088,alb
-71.988672,43.417078,alb
-83.936722,34.739418,alb
-75.957466,44.378353,alb
-76.389238,37.731666,alb
-71.455163,42.41109,alb
-79.306485,43.684893,alb
-91.909575,44.2649,mac
-79.323892,40.10662,alb
-75.294512,40.784001,bic
-89.614658,48.015523,mac
-99.567459,29.827803,mue
-71.531213,42.873528,alb
-97.888748,30.171921,mac
-83.853692,35.591245,alb
-70.029824,41.932206,alb
-96.740248,33.24317,mac
-91.59334,41.967157,mac
-70.596588,41.823029,alb
-79.270767,39.470495,alb
-80.30382,42.839122,alb
-76.937125,37.785988,alb
-86.051886,39.479509,mac
-91.908451,44.263037,bic
-71.980912,42.289238,alb
-85.053833,35.047855,alb
-88.40795,43.110921,alb
-84.226619,38.557506,alb
-88.139919,43.463857,alb
-70.563514,41.631889,alb
-76.936492,37.788903,ste
-91.591877,41.966334,alb
-96.553658,33.026215,mue
-84.836137,44.761548,alb
-96.941892,49.312186,mac
-81.823119,41.144089,mue
-79.067978,35.994453,alb
-85.337422,34.836474,alb
-83.93312,34.737278,alb
-83.965223,36.26962,ste
-94.562611,49.016357,mac
-96.534547,50.364412,mac
-76.93853,37.78722,alb
-96.844103,33.140103,mac
-79.337764,43.64111,mac
-79.325753,44.33293,alb
-79.416755,46.227855,mac
-72.447113,43.115642,alb
-72.561066,41.272438,alb
-71.204706,42.972982,alb
-98.238586,50.105356,mac
-90.559906,38.516061,ste
-73.456122,40.933687,alb
-74.895493,39.62677,alb
-71.328942,43.828188,alb
-96.540715,50.38504,mac
-78.990134,35.857045,ste
-93.809502,33.791138,mue
-100.06688,49.058578,mac
-79.200845,39.579253,alb
-91.589364,41.964273,bic
-72.177855,42.108486,bic
-70.391919,43.49041,alb
-72.830081,40.772914,alb
-93.31913,30.835849,alb
-76.075286,39.72742,ste
-101.539717,49.990345,mac
-81.777145,43.286653,alb
-73.812823,45.633835,mac
-74.356543,42.59313,alb
-80.406372,36.015294,ste
-87.096443,36.241936,ste
-76.336652,44.902698,mac
-79.007286,35.897297,ste
-81.959106,43.205155,mue
-77.130547,44.877625,alb
-73.203777,44.95361,bic
-77.764555,36.949813,ste
-85.376664,34.851498,alb
-71.261537,41.915111,alb
-85.626126,34.395514,alb
-85.54096,36.16203,mac
-93.752683,36.311832,alb
-96.528807,50.399948,mac
-75.978825,38.461889,alb
-84.338888,36.842842,alb
-97.248466,32.471802,ste
-93.319127,30.835773,alb
-72.330769,42.67995,alb
-96.947178,49.315732,mac
-83.92955,34.735836,alb
-99.907914,49.726581,mac
-85.62652,34.395758,ste
-71.395348,43.242363,alb
-70.480928,43.969212,alb
-71.315887,42.79523,alb
-101.535791,49.990002,mac
-100.326644,48.995659,mac
